MOF,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,Rf fraction,Db fraction,Sg fraction,Bh fraction,Hs fraction,Mt fraction,Ds fraction,Rg fraction,Cn fraction,Nh fraction,Fl fraction,Mc fraction,Lv fraction,Ts fraction,Og fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons
QUPDEL_w_CO2_1_relaxed,0.13559322033898305,0,0,0,0,0.3559322033898305,0,0.4406779661016949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06779661016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.12326474576271,12.372881355932204,2.135593220338983,63.0,10.135593220338983,1.55,0.6694915254237288,2.24,2.8032203389830506,1.8644067796610169,2.4745762711864407,0.06779661016949153,0.4745762711864407,0.3819444444444444,0.5069444444444444,0.013888888888888888,0.09722222222222222
QUPDEL01_w_CO2_1_relaxed,0.14096916299559473,0,0,0,0,0.3568281938325991,0,0.43171806167400884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07048458149779736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.41877524229075,12.255506607929515,2.140969162995595,63.0,10.246696035242291,1.55,0.6709251101321586,2.24,2.789735682819383,1.8590308370044053,2.4405286343612334,0.07048458149779736,0.4933920704845815,0.38224637681159424,0.5018115942028986,0.014492753623188408,0.10144927536231885
QUPHUF_w_CO2_1_relaxed,0.34594594594594597,0,0,0,0,0.4486486486486487,0.043243243243243246,0.14054054054054055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021621621621621623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.005158162162163,9.783783783783784,1.6972972972972973,29.0,5.113513513513514,1.1,0.5421621621621622,1.79,2.5557297297297294,1.654054054054054,1.5891891891891892,0.21621621621621623,0.0,0.47812499999999997,0.459375,0.0625,0.0
QUPJAN_w_CO2_1_relaxed,0.34877384196185285,0,0,0,0,0.44959128065395093,0.043596730245231606,0.1362397820163488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021798365122615803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.992226212534058,9.73841961852861,1.7166212534059946,47.0,5.487738419618529,1.3,0.5457765667574931,1.75,2.5517983651226155,1.651226158038147,1.5749318801089918,0.21798365122615804,0.0,0.47943037974683544,0.4572784810126582,0.06329113924050633,0.0
QUQBAH_w_CO2_1_relaxed,0.31527093596059114,0,0,0,0,0.47783251231527096,0.15763546798029557,0.009852216748768473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03940886699507389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.623247586206894,9.842364532019705,1.7635467980295567,25.0,5.389162561576355,1.15,0.5768472906403941,1.6099999999999999,2.4972906403940884,1.6847290640394088,1.4679802955665024,0.23645320197044334,0.0,0.49709302325581395,0.4331395348837209,0.06976744186046512,0.0
QUQFIS_w_CO2_1_relaxed,0.2077922077922078,0,0,0,0,0.5238095238095238,0,0.21645021645021645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05194805194805195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.360198354978355,11.627705627705629,1.896103896103896,29.0,6.640692640692641,1.1,0.6186147186147185,1.79,2.623160173160173,1.7922077922077921,1.9134199134199135,0.5194805194805194,0.0,0.42418032786885246,0.4528688524590164,0.12295081967213113,0.0
QUQFOY_w_CO2_1_relaxed,0.2077922077922078,0,0,0,0,0.5238095238095238,0,0.21645021645021645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05194805194805195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.803367186147188,11.627705627705629,1.948051948051948,47.0,7.575757575757576,1.3,0.6290043290043289,1.75,2.625238095238095,1.7922077922077921,1.9134199134199135,0.5194805194805194,0.0,0.42418032786885246,0.4528688524590164,0.12295081967213113,0.0
QUQGAL_w_CO2_1_relaxed,0.17266187050359713,0,0.11510791366906475,0,0,0.41007194244604317,0.05755395683453238,0.2446043165467626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.617911223021581,10.805755395683454,1.8273381294964028,7.0,5.338129496402877,1.2,0.6812949640287769,2.46,2.5547482014388487,1.7122302158273381,1.9712230215827338,0.0,0.0,0.46484375,0.53515625,0.0,0.0
QUQGEP_neutral_w_CO2_1_relaxed,0.26666666666666666,0,0,0,0,0.3244444444444444,0.21333333333333335,0.14222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.559469777777778,10.817777777777778,1.84,27.0,6.337777777777778,1.1,0.5897777777777777,1.53,2.6536444444444443,1.7333333333333334,1.8577777777777778,0.4266666666666667,0.0,0.4314159292035398,0.46238938053097345,0.10619469026548672,0.0
QUQHAM_w_CO2_1_relaxed,0.18461538461538463,0,0,0,0,0.38461538461538464,0.06153846153846154,0.27692307692307694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.96391969230769,11.938461538461539,2.0,28.0,7.815384615384615,1.1,0.6461538461538462,1.54,2.702,1.7230769230769232,2.0615384615384613,0.9230769230769231,0.0,0.36601307189542487,0.4379084967320261,0.19607843137254902,0.0
QUQPIC_w_CO2_1_relaxed,0.3010752688172043,0,0,0,0,0.5268817204301075,0.12903225806451613,0.021505376344086023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021505376344086023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.200514193548388,10.21505376344086,1.7634408602150538,47.0,5.56989247311828,1.3,0.5741935483870968,1.75,2.5084946236559142,1.6989247311827957,1.5268817204301075,0.21505376344086022,0.0,0.49375,0.44375,0.0625,0.0
QUQPOI_SL_w_CO2_1_relaxed,0.2916666666666667,0,0,0,0,0.5208333333333334,0.125,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.329117916666666,10.375,1.75,29.0,5.25,1.1,0.571875,1.79,2.5275,1.7083333333333333,1.5833333333333333,0.20833333333333334,0.0,0.4880952380952381,0.4523809523809524,0.05952380952380953,0.0
QUQWOQ_w_CO2_1_relaxed,0.2691131498470948,0,0,0,0,0.41896024464831805,0.12232415902140673,0.1529051987767584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03669724770642202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.862271009174313,10.856269113149848,1.8042813455657492,29.0,5.963302752293578,1.1,0.5813455657492355,1.79,2.6188073394495412,1.730886850152905,1.81651376146789,0.3669724770642202,0.0,0.4421875,0.4640625,0.09375000000000001,0.0
QUQWUW_w_CO2_1_relaxed,0.22857142857142856,0,0,0,0,0.41714285714285715,0.11428571428571428,0.19428571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.938584571428573,11.44,1.8628571428571428,29.0,6.457142857142857,1.1,0.6017142857142856,1.79,2.6577714285714285,1.7714285714285714,1.9542857142857142,0.45714285714285713,0.0,0.42349726775956276,0.46721311475409827,0.10928961748633878,0.0
QUQYUY_w_CO2_1_relaxed,0.26740947075208915,0,0,0,0,0.403899721448468,0.13370473537604458,0.005571030640668524,0,0,0,0,0,0,0,0.08913649025069638,0,0,0,0,0,0,0,0,0,0,0,0,0.033426183844011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06685236768802229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.513187019498602,10.278551532033426,2.1559888579387185,74.0,11.080779944289693,1.1,0.6643454038997214,1.54,2.464373259052925,1.6991643454038998,1.5877437325905293,0.6685236768802229,0.935933147632312,0.3473804100227791,0.3246013667425968,0.1366742596810934,0.19134396355353075
QURSEC_w_CO2_1_relaxed,0.2922374429223744,0,0,0,0,0.4429223744292237,0.0730593607305936,0.1552511415525114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182648401826484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182648401826484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.259510776255707,10.474885844748858,1.7990867579908676,45.0,6.091324200913242,1.15,0.573972602739726,1.79,2.5988584474885843,1.6712328767123288,1.726027397260274,0.365296803652968,0.0,0.4441747572815534,0.4587378640776699,0.0970873786407767,0.0
QUSBIQ_charged_w_CO2_1_relaxed,0.38461538461538464,0,0,0,0,0.391025641025641,0.038461538461538464,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.451196794871795,9.333333333333334,1.6730769230769231,47.0,5.256410256410256,1.3,0.5246794871794871,1.75,2.5660256410256412,1.6153846153846154,1.564102564102564,0.19230769230769232,0.0,0.4790874524714829,0.46387832699619774,0.057034220532319393,0.0
QUSCAJ_w_CO2_1_relaxed,0.4050632911392405,0,0.016877637130801686,0,0,0.4092827004219409,0,0.14345991561181434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02531645569620253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.58231957805907,8.751054852320674,1.6708860759493671,47.0,5.274261603375527,1.3,0.5375527426160338,2.46,2.487637130801688,1.5780590717299579,1.3924050632911393,0.25316455696202533,0.0,0.4895287958115183,0.4319371727748691,0.07853403141361257,0.0
QUSCEN_w_CO2_1_relaxed,0.28193832599118945,0,0.01762114537444934,0,0,0.4977973568281938,0,0.18502202643171806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.326431982378853,10.440528634361234,1.7709251101321586,47.0,5.647577092511013,1.3,0.5828193832599118,2.46,2.573171806167401,1.7004405286343611,1.7356828193832599,0.1762114537444934,0.0,0.47073170731707314,0.48048780487804876,0.04878048780487805,0.0
QUSRIH_w_CO2_random_1_relaxed,0.2814070351758794,0,0,0,0,0.3065326633165829,0.12060301507537688,0.25125628140703515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04020100502512563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.243514673366835,10.522613065326633,1.9195979899497488,91.0,8.673366834170855,1.5,0.5844221105527637,2.06,2.687185929648241,1.7185929648241205,1.979899497487437,0.04020100502512563,0.12060301507537688,0.4453125,0.5130208333333334,0.010416666666666668,0.03125
QUSRUT_w_CO2_random_1_relaxed,0.2564102564102564,0,0,0,0,0.3128205128205128,0.12307692307692308,0.2564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.048562051282055,10.738461538461538,2.0,91.0,9.764102564102565,1.5,0.6066666666666666,2.06,2.688769230769231,1.7435897435897436,2.0205128205128204,0.05128205128205128,0.15384615384615385,0.4392764857881137,0.5090439276485788,0.012919896640826873,0.03875968992248062
QUTTII_w_CO2_1_relaxed,0.1188118811881188,0,0,0,0,0.40594059405940597,0,0.37623762376237624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09900990099009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84993198019802,12.712871287128714,2.0792079207920793,26.0,8.237623762376238,1.1,0.6732673267326733,1.56,2.7769306930693074,1.881188118811881,2.3168316831683167,0.693069306930693,0.0,0.3846153846153846,0.47368421052631576,0.1417004048582996,0.0
QUTTII01_w_CO2_1_relaxed,0.08247422680412371,0,0,0,0,0.422680412371134,0,0.3917525773195876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10309278350515463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.503210000000003,13.195876288659793,2.1237113402061856,26.0,8.536082474226804,1.1,0.6907216494845361,1.56,2.8007216494845357,1.9175257731958764,2.4123711340206184,0.7216494845360825,0.0,0.37959183673469393,0.4775510204081633,0.14285714285714285,0.0
QUWYEO_w_CO2_1_relaxed,0.2601626016260163,0,0,0,0,0.4634146341463415,0,0.21138211382113822,0,0,0,0,0,0,0,0.032520325203252036,0,0,0,0.032520325203252036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55626325203252,10.715447154471544,1.8373983739837398,19.0,5.902439024390244,1.55,0.6073170731707316,2.44,2.5976422764227642,1.7398373983739837,1.9024390243902438,0.0,0.0,0.47767857142857145,0.5223214285714286,0.0,0.0
QUXQUX_w_CO2_1_relaxed,0.2601626016260163,0,0,0,0,0.4634146341463415,0,0.21138211382113822,0,0,0,0,0,0,0,0.032520325203252036,0,0,0,0.032520325203252036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55626325203252,10.715447154471544,1.8373983739837398,19.0,5.902439024390244,1.55,0.6073170731707316,2.44,2.5976422764227642,1.7398373983739837,1.9024390243902438,0.0,0.0,0.47767857142857145,0.5223214285714286,0.0,0.0
QUXRAE_w_CO2_1_relaxed,0.2601626016260163,0,0,0,0,0.4634146341463415,0,0.21138211382113822,0,0,0,0,0,0,0,0.032520325203252036,0,0,0,0.032520325203252036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55626325203252,10.715447154471544,1.8373983739837398,19.0,5.902439024390244,1.55,0.6073170731707316,2.44,2.5976422764227642,1.7398373983739837,1.9024390243902438,0.0,0.0,0.47767857142857145,0.5223214285714286,0.0,0.0
QUXREI_w_CO2_1_relaxed,0.2601626016260163,0,0,0,0,0.4634146341463415,0,0.21138211382113822,0,0,0,0,0,0,0,0.032520325203252036,0,0,0,0.032520325203252036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55626325203252,10.715447154471544,1.8373983739837398,19.0,5.902439024390244,1.55,0.6073170731707316,2.44,2.5976422764227642,1.7398373983739837,1.9024390243902438,0.0,0.0,0.47767857142857145,0.5223214285714286,0.0,0.0
QUXRIM_w_CO2_1_relaxed,0.2601626016260163,0,0,0,0,0.4634146341463415,0,0.21138211382113822,0,0,0,0,0,0,0,0.032520325203252036,0,0,0,0.032520325203252036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55626325203252,10.715447154471544,1.8373983739837398,19.0,5.902439024390244,1.55,0.6073170731707316,2.44,2.5976422764227642,1.7398373983739837,1.9024390243902438,0.0,0.0,0.47767857142857145,0.5223214285714286,0.0,0.0
QUXROS_w_CO2_1_relaxed,0.2601626016260163,0,0,0,0,0.4634146341463415,0,0.21138211382113822,0,0,0,0,0,0,0,0.032520325203252036,0,0,0,0.032520325203252036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55626325203252,10.715447154471544,1.8373983739837398,19.0,5.902439024390244,1.55,0.6073170731707316,2.44,2.5976422764227642,1.7398373983739837,1.9024390243902438,0.0,0.0,0.47767857142857145,0.5223214285714286,0.0,0.0
QUXRUY_w_CO2_1_relaxed,0.2601626016260163,0,0,0,0,0.4634146341463415,0,0.21138211382113822,0,0,0,0,0,0,0,0.032520325203252036,0,0,0,0.032520325203252036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55626325203252,10.715447154471544,1.8373983739837398,19.0,5.902439024390244,1.55,0.6073170731707316,2.44,2.5976422764227642,1.7398373983739837,1.9024390243902438,0.0,0.0,0.47767857142857145,0.5223214285714286,0.0,0.0
QUZZES_w_CO2_1_relaxed,0.3033175355450237,0,0,0,0,0.4597156398104265,0,0.1990521327014218,0,0,0,0.037914691943127965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.933463791469196,10.0,1.7345971563981042,11.0,5.109004739336493,1.25,0.5739336492890995,2.13,2.5739810426540286,1.6966824644549763,1.7156398104265402,0.0,0.0,0.4972222222222222,0.5027777777777778,0.0,0.0
